time,P14,P21,P3,P6,P7,P8
0.0,0.0,0,0,0,0,0
0.3,0.0,0,0,0,0,0
0.306,0.0,0,0,0,0,0
0.606,0.0,0,0,0,0,0
0.612,0.0,0,0,0,0,0
0.9119999999999999,0.0,0,0,0,0,0
0.9179999999999999,0.0,0,0,0,0,0
1.218,0.0,0,0,0,0,0
1.224,0.0,0,0,0,0,0
1.524,0.0,0,0,0,0,0
1.53,0.0,0,0,0,0,0
1.83,0.0,0,0,0,0,0
1.836,0.0,0,0,0,0,0
2.136,0.0,0,0,0,0,0
2.142,0.0,0,0,0,0,0
2.4419999999999997,0.0,0,0,0,0,0
2.4479999999999995,0.0,0,0,0,0,0
2.7479999999999993,0.0,0,0,0,0,0
2.753999999999999,0.0,0,0,0,0,0
3.053999999999999,0.0,0,0,0,0,0
3.0599999999999987,0.0,0,0,0,0,0
3.3599999999999985,0.0,0,0,0,0,0
3.3659999999999983,0.0,0,0,0,0,0
3.665999999999998,0.0,0,0,0,0,0
3.671999999999998,0.0,0,0,0,0,0
3.9719999999999978,0.0,0,0,0,0,0
3.9779999999999975,0.0,0,0,0,0,0
4.277999999999998,0.0,0,0,0,0,0
4.283999999999998,0.0,0,0,0,0,0
4.583999999999998,0.0,0,0,0,0,0
4.589999999999998,0.0,0,0,0,0,0
4.889999999999998,0.0,0,0,0,0,0
4.895999999999998,0.0,0,0,0,0,0
5.195999999999998,0.0,0,0,0,0,0
5.201999999999998,0.0,0,0,0,0,0
5.501999999999998,0.0,0,0,0,0,0
5.507999999999998,0.0,0,0,0,0,0
5.807999999999998,0.0,0,0,0,0,0
5.813999999999998,0.0,0,0,0,0,0
6.113999999999998,0.0,0,0,0,0,0
6.119999999999998,0.0,0,0,0,0,0
6.419999999999998,0.0,0,0,0,0,0
6.425999999999998,0.0,0,0,0,0,0
6.725999999999998,0.0,0,0,0,0,0
6.731999999999998,0.0,0,0,0,0,0
7.031999999999998,0.0,0,0,0,0,0
7.0379999999999985,0.0,0,0,0,0,0
7.337999999999998,0.0,0,0,0,0,0
7.3439999999999985,0.0,0,0,0,0,0
7.643999999999998,0.0,0,0,0,0,0
7.649999999999999,0.0,0,0,0,0,0
7.949999999999998,0.0,0,0,0,0,0
7.955999999999999,0.0,0,0,0,0,0
8.255999999999998,0.0,0,0,0,0,0
8.261999999999999,0.0,0,0,0,0,0
8.562,0.0,0,0,0,0,0
8.568,0.0,0,0,0,0,0
8.868,0.0,0,0,0,0,0
8.874,0.0,0,0,0,0,0
9.174000000000001,0.0,0,0,0,0,0
9.180000000000001,0.0,0,0,0,0,0
9.480000000000002,0.0,0,0,0,0,0
9.486000000000002,0.0,0,0,0,0,0
9.786000000000003,0.0,0,0,0,0,0
9.792000000000003,0.0,0,0,0,0,0
10.092000000000004,0.0,0,0,0,0,0
10.098000000000004,0.0,0,0,0,0,0
10.398000000000005,0.0,0,0,0,0,0
10.404000000000005,0.0,0,0,0,0,0
10.704000000000006,0.0,0,0,0,0,0
10.710000000000006,0.0,0,0,0,0,0
11.010000000000007,0.0,0,0,0,0,0
11.014000000000006,0.0,0,0,0,0,0
11.314000000000007,0.0,0,0,0,0,0
11.318000000000007,0.0,0,0,0,0,0
11.618000000000007,0.0,0,0,0,0,0
11.622000000000007,0.0,0,0,0,0,0
11.922000000000008,0.0,0,0,0,0,0
11.926000000000007,0.0,0,0,0,0,0
12.226000000000008,0.0,0,0,0,0,0
12.230000000000008,0.0,0,0,0,0,0
12.530000000000008,0.0,0,0,0,0,0
12.534000000000008,0.0,0,0,0,0,0
12.834000000000009,0.0,0,0,0,0,0
12.838000000000008,0.0,0,0,0,0,0
13.138000000000009,0.0,0,0,0,0,0
13.142000000000008,0.0,0,0,0,0,0
13.442000000000009,0.0,0,0,0,0,0
13.446000000000009,0.0,0,0,0,0,0
13.74600000000001,0.0,0,0,0,0,0
13.750000000000009,0.0,0,0,0,0,0
14.05000000000001,0.0,0,0,0,0,0
14.05400000000001,0.0,0,0,0,0,0
14.35400000000001,0.0,0,0,0,0,0
14.35800000000001,0.0,0,0,0,0,0
14.65800000000001,0.0,0,0,0,0,0
14.66200000000001,0.0,0,0,0,0,0
14.96200000000001,0.0,0,0,0,0,0
14.96600000000001,0.0,0,0,0,0,0
15.26600000000001,0.0,0,0,0,0,0
15.27000000000001,0.0,0,0,0,0,0
15.570000000000011,0.0,0,0,0,0,0
15.57400000000001,0.0,0,0,5.0,0,0
15.874000000000011,0.0,0,0,5.0,0,0
15.876400000000011,0.0,0,0,5.0,0,0
16.17640000000001,0.0,0,0,5.0,0,0
16.178800000000013,0.0,0,0,5.0,0,0
16.478800000000014,0.0,0,0,5.0,0,0
16.481200000000015,0.0,0,0,5.0,0,0
16.781200000000016,0.0,0,0,5.0,0,0
16.783600000000018,0.0,0,0,5.0,0,0
17.08360000000002,0.0,0,0,5.0,0,0
17.08600000000002,0.0,0,0,5.0,0,0
17.38600000000002,0.0,0,0,5.0,0,0
17.388400000000022,0.0,0,0,5.0,0,0
17.688400000000023,0.0,0,0,5.0,0,0
17.690800000000024,0.0,0,0,5.0,0,0
17.990800000000025,0.0,0,0,5.0,0,0
17.993200000000027,0.0,0,0,5.0,0,0
18.293200000000027,0.0,0,0,5.0,0,0
18.29560000000003,0.0,0,0,3.0,0,1.0
18.59560000000003,0.0,0,0,3.0,0,1.0
18.60160000000003,0.0,0,0,3.0,0,1.0
18.90160000000003,0.0,0,0,3.0,0,1.0
18.90760000000003,0.0,0,0,3.0,0,1.0
19.20760000000003,0.0,0,0,3.0,0,1.0
19.21360000000003,0.0,0,0,1.0,0,2.0
19.513600000000032,0.0,0,0,1.0,0,2.0
19.519600000000032,0.0,0,0,1.0,0,2.0
19.819600000000033,0.0,0,0,1.0,0,2.0
19.825600000000033,0.0,0,0,1.0,0,2.0
20.125600000000034,0.0,0,0,1.0,0,2.0
20.131600000000034,0.0,0,0,1.0,0,2.0
20.431600000000035,0.0,0,0,1.0,0,2.0
20.437600000000035,0.0,0,0,1.0,0,2.0
20.737600000000036,0.0,0,0,1.0,0,2.0
20.743600000000036,0.0,0,0,1.0,0,2.0
21.043600000000037,0.0,0,0,1.0,0,2.0
21.049600000000037,0.0,0,0,1.0,0,2.0
21.349600000000038,0.0,0,0,1.0,0,2.0
21.355600000000038,0.0,0,0,1.0,0,2.0
21.65560000000004,0.0,0,0,1.0,0,2.0
21.66160000000004,0.0,0,0,1.0,0,2.0
21.96160000000004,0.0,0,0,1.0,0,2.0
21.96760000000004,0.0,0,0,1.0,0,2.0
22.26760000000004,0.0,0,0,1.0,0,2.0
22.27360000000004,0.0,0,0,1.0,0,2.0
22.57360000000004,0.0,0,0,1.0,0,2.0
22.579600000000042,0.0,0,0,1.0,0,2.0
22.879600000000043,0.0,0,0,1.0,0,2.0
22.885600000000043,0.0,0,0,1.0,0,2.0
23.185600000000044,0.0,0,0,1.0,0,2.0
23.191600000000044,0.0,0,0,1.0,0,2.0
23.491600000000044,0.0,0,0,1.0,0,2.0
23.497600000000045,0.0,0,0,1.0,0,2.0
23.797600000000045,0.0,0,0,1.0,0,2.0
23.803600000000046,0.0,0,0,1.0,0,2.0
24.103600000000046,0.0,0,0,1.0,0,2.0
24.109600000000047,0.0,0,0,1.0,0,2.0
24.409600000000047,0.0,0,0,1.0,0,2.0
24.415600000000047,0.0,0,0,1.0,0,2.0
