time,P12,P14,P21,P24,P27,P7,P8
0.0,50.0,0,0,2.0,4.0,0,0
0.5,50.0,0,0,2.0,4.0,0,0
0.5012,50.0,0,0,2.0,4.0,0,0
1.0011999999999999,50.0,0,0,2.0,4.0,0,0
1.0024,50.0,0,0,2.0,4.0,0,0
1.5024,50.0,0,0,2.0,4.0,0,0
1.5036,50.0,0,0,2.0,4.0,0,0
2.0036,50.0,0,0,2.0,4.0,0,0
2.0048,50.0,0,0,2.0,4.0,0,0
2.5048,50.0,0,0,2.0,4.0,0,0
2.506,50.0,0,0,2.0,4.0,0,0
3.006,50.0,0,0,2.0,4.0,0,0
3.0071999999999997,40.0,0,0,2.0,4.0,0,0
3.5071999999999997,40.0,0,0,2.0,4.0,0,0
3.5086999999999997,40.0,0,0,2.0,4.0,0,0
4.008699999999999,40.0,0,0,2.0,4.0,0,0
4.010199999999999,40.0,0,0,2.0,4.0,0,0
4.510199999999999,40.0,0,0,2.0,4.0,0,0
4.511699999999999,40.0,0,0,2.0,4.0,0,0
5.011699999999999,40.0,0,0,2.0,4.0,0,0
5.013199999999999,40.0,0,0,2.0,4.0,0,0
5.513199999999999,40.0,0,0,2.0,4.0,0,0
5.5146999999999995,40.0,0,0,2.0,4.0,0,0
6.0146999999999995,40.0,0,0,2.0,4.0,0,0
6.0161999999999995,40.0,0,0,2.0,4.0,0,0
6.5161999999999995,40.0,0,0,2.0,4.0,0,0
6.5177,40.0,0,0,2.0,4.0,0,0
7.0177,40.0,0,0,2.0,4.0,0,0
7.0192,40.0,0,0,2.0,4.0,0,0
7.5192,40.0,0,0,2.0,4.0,0,0
7.5207,40.0,0,0,2.0,4.0,0,0
8.0207,40.0,0,0,2.0,4.0,0,0
8.0222,40.0,0,0,2.0,4.0,0,0
8.5222,40.0,0,0,2.0,4.0,0,0
8.5237,40.0,0,0,2.0,4.0,0,0
9.0237,40.0,0,0,2.0,4.0,0,0
9.0252,40.0,0,0,2.0,4.0,0,0
9.5252,40.0,0,0,2.0,4.0,0,0
9.5267,40.0,0,0,2.0,4.0,0,0
10.0267,40.0,0,0,2.0,4.0,0,0
10.0282,40.0,0,0,2.0,4.0,0,0
10.5282,40.0,0,0,2.0,4.0,0,0
10.5297,40.0,0,0,2.0,4.0,0,0
11.0297,40.0,0,0,2.0,4.0,0,0
11.0312,40.0,0,0,2.0,4.0,0,0
11.5312,40.0,0,0,2.0,4.0,0,0
11.5327,50.0,0,0,2.0,4.0,0,0
12.0327,50.0,0,0,2.0,4.0,0,0
12.033900000000001,50.0,0,0,2.0,4.0,0,0
12.533900000000001,50.0,0,0,2.0,4.0,0,0
12.535100000000002,50.0,0,0,2.0,4.0,0,0
13.035100000000002,50.0,0,0,2.0,4.0,0,0
13.036300000000002,50.0,0,0,2.0,4.0,0,0
13.536300000000002,50.0,0,0,2.0,4.0,0,0
13.537500000000003,50.0,0,0,2.0,4.0,0,0
14.037500000000003,50.0,0,0,2.0,4.0,0,0
14.038700000000004,50.0,0,0,2.0,4.0,0,0
14.538700000000004,50.0,0,0,2.0,4.0,0,0
14.539900000000005,50.0,0,0,2.0,4.0,0,0
15.039900000000005,50.0,0,0,2.0,4.0,0,0
15.041100000000005,50.0,0,0,2.0,4.0,0,0
15.541100000000005,50.0,0,0,2.0,4.0,0,0
15.542300000000006,50.0,0,0,2.0,4.0,0,0
16.042300000000004,50.0,0,0,2.0,4.0,0,0
16.043500000000005,50.0,0,0,2.0,4.0,0,0
16.543500000000005,50.0,0,0,2.0,4.0,0,0
16.544700000000006,50.0,0,0,2.0,4.0,0,0
17.044700000000006,50.0,0,0,2.0,4.0,0,0
17.045900000000007,50.0,0,0,2.0,4.0,0,0
17.545900000000007,50.0,0,0,2.0,4.0,0,0
17.547100000000007,50.0,0,0,2.0,4.0,0,0
