time,P12,P14,P21,P24,P27,P3,P6,P7,P8
0.0,50.0,0.0,0,2.0,4.0,0.5,0,0,0
0.4,50.0,0.0,0,2.0,4.0,0.5,0,0,0
0.4012,50.0,0.0,0,2.0,4.0,0.5,0,0,0
0.8012,50.0,0.0,0,2.0,4.0,0.5,0,0,0
0.8024,40.0,0.0,0,3.0,4.0,0.5,0,0,0
1.2024,40.0,0.0,0,3.0,4.0,0.5,0,0,0
1.2039,40.0,0.0,0,3.0,4.0,0.5,0,0,0
1.6038999999999999,40.0,0.0,0,3.0,4.0,0.5,0,0,0
1.6054,40.0,0.0,0,3.0,4.0,0.5,0,0,0
2.0054,40.0,0.0,0,3.0,4.0,0.5,0,0,0
2.0069,40.0,0.0,0,3.0,4.0,0.5,0,0,0
2.4069,40.0,0.0,0,3.0,4.0,0.5,0,0,0
2.4084,40.0,0.0,0,3.0,4.0,0.5,0,0,0
2.8084,40.0,0.0,0,3.0,4.0,0.5,0,0,0
2.8099,40.0,0.0,0,3.0,4.0,0.5,0,0,0
3.2098999999999998,40.0,0.0,0,3.0,4.0,0.5,0,0,0
3.2114,40.0,0.0,0,3.0,4.0,0.5,0,0,0
3.6113999999999997,40.0,0.0,0,3.0,4.0,0.5,0,0,0
3.6129,40.0,0.0,0,3.0,4.0,0.5,0,0,0
4.0129,40.0,0.0,0,3.0,4.0,0.5,0,0,0
4.0144,40.0,0.0,0,3.0,4.0,0.5,0,0,0
4.4144000000000005,40.0,0.0,0,3.0,4.0,0.5,0,0,0
4.415900000000001,40.0,0.0,0,3.0,4.0,0.5,0,0,0
4.815900000000001,40.0,0.0,0,3.0,4.0,0.5,0,0,0
4.817400000000001,40.0,0.0,0,3.0,4.0,0.5,0,0,0
5.217400000000001,40.0,0.0,0,3.0,4.0,0.5,0,0,0
5.218900000000001,40.0,0.0,0,3.0,4.0,0.5,0,0,0
5.618900000000002,40.0,0.0,0,3.0,4.0,0.5,0,0,0
5.620400000000002,40.0,0.0,0,3.0,4.0,0.5,0,0,0
6.020400000000002,40.0,0.0,0,3.0,4.0,0.5,0,0,0
